airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Economy,16.92,19,3988
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,11.25,19,8803
Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.33,8,7224
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,38,6093
Air_India,AI-839,Delhi,Night,one,Early_Morning,Chennai,Economy,10.58,39,3306
SpiceJet,SG-4010,Chennai,Morning,one,Morning,Delhi,Economy,24.33,39,5388
Air_India,AI-867,Mumbai,Night,one,Evening,Chennai,Business,21.5,10,49613
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Kolkata,Economy,5.83,6,14314
Air_India,AI-508,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,28.5,17,5019
Indigo,6E-911,Mumbai,Night,zero,Night,Chennai,Economy,2.08,45,3633
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.17,6,30703
SpiceJet,SG-8157,Delhi,Early_Morning,one,Night,Chennai,Economy,15.67,1,21149
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,16.08,35,66063
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,27.17,36,4368
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.67,38,8017
Air_India,AI-9876,Bangalore,Afternoon,one,Morning,Delhi,Economy,17.75,34,4105
Vistara,UK-986,Mumbai,Night,one,Evening,Chennai,Economy,17.58,37,4348
Air_India,AI-570,Mumbai,Early_Morning,one,Night,Delhi,Business,17.83,17,50957
Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Chennai,Economy,8.25,43,3015
Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,Business,12.42,24,55377
Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,12.58,28,60260
Vistara,UK-849,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.58,8,9198
Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Business,2.75,26,27792
GO_FIRST,G8-7543,Bangalore,Afternoon,one,Night,Delhi,Economy,8.5,22,3466
Indigo,6E-6066,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,6.58,36,4821
Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Business,11.25,6,67945
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Business,7.0,11,41314
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,20,4961
Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.0,40,4111
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Chennai,Business,8.33,13,60396
GO_FIRST,G8-319,Mumbai,Morning,one,Night,Bangalore,Economy,11.5,7,5102
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,15.5,33,4637
Indigo,6E-512,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.75,16,6489
Indigo,6E-5391,Mumbai,Night,zero,Night,Bangalore,Economy,1.75,37,2124
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.83,8,10563
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Chennai,Business,17.33,42,49613
Air_India,AI-764,Delhi,Evening,one,Evening,Mumbai,Business,24.33,48,59033
GO_FIRST,G8-7559,Bangalore,Afternoon,one,Late_Night,Hyderabad,Economy,9.58,11,10638
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,9.33,24,61583
Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Business,2.0,13,22152
Indigo,6E-6307,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.33,39,3397
GO_FIRST,G8-305,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,1.83,26,3000
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.75,12,13592
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,26,6821
GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,17,5954
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,48,41064
Air_India,AI-770,Kolkata,Night,one,Evening,Chennai,Economy,22.5,11,13524
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Business,14.67,41,75721
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Business,24.08,46,60978
GO_FIRST,G8-625,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,1.92,40,2393
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,26,2336
AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.42,44,2203
Vistara,UK-898,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.17,31,1776
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,31,2336
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.75,35,6314
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Economy,13.75,9,15414
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,11.75,32,66928
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Bangalore,Economy,7.25,16,4020
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Chennai,Business,13.42,2,62314
Air_India,AI-9893,Hyderabad,Early_Morning,zero,Early_Morning,Chennai,Economy,1.5,48,1776
Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Economy,9.58,17,6182
AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,4.67,20,2105
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,3,26296
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Economy,16.92,11,9201
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Delhi,Economy,7.92,46,5569
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,19,6296
Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Business,16.17,47,84464
Indigo,6E-6467,Hyderabad,Afternoon,one,Night,Kolkata,Economy,8.67,26,5293
GO_FIRST,G8-7547,Bangalore,Morning,one,Afternoon,Delhi,Economy,5.75,43,4028
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Bangalore,Business,20.25,42,56590
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9.0,1,17044
Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,6.58,23,6765
GO_FIRST,G8-339,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,28,2339
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.33,25,5574
Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.58,47,4173
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,10.25,34,58313
Vistara,UK-832,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.83,24,6432
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,7.5,24,45600
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,17.0,6,58315
Indigo,6E-2763,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,8.75,19,5293
AirAsia,I5-741,Bangalore,Morning,one,Evening,Kolkata,Economy,8.17,24,3393
Indigo,6E-6865,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,7.17,47,4210
Indigo,6E-711,Mumbai,Afternoon,one,Night,Chennai,Economy,7.58,43,5131
GO_FIRST,G8-125,Kolkata,Night,one,Morning,Delhi,Economy,9.58,32,4426
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,19.25,36,7767
Air_India,AI-774,Mumbai,Night,one,Evening,Chennai,Business,20.17,13,51117
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.08,19,3571
Vistara,UK-834,Chennai,Evening,one,Night,Bangalore,Economy,6.17,37,12304
Air_India,AI-9643,Delhi,Evening,one,Afternoon,Bangalore,Economy,17.83,7,11048
Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,15.08,30,60232
GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.58,43,7494
Indigo,6E-811,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,41,2994
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,11.58,39,45600
Indigo,6E-2514,Bangalore,Evening,zero,Evening,Delhi,Economy,2.83,29,4500
Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Business,5.58,44,53209
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,17.42,31,54684
Air_India,AI-883,Delhi,Night,one,Night,Bangalore,Economy,24.5,43,6008
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,12.08,32,37929
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.17,19,56588
Air_India,AI-9894,Chennai,Morning,one,Afternoon,Delhi,Economy,27.83,48,3234
Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Business,16.25,42,58282
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Business,23.08,8,67769
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,37,6133
Vistara,UK-802,Bangalore,Evening,one,Morning,Chennai,Economy,15.08,44,6161
Vistara,UK-834,Chennai,Evening,one,Morning,Bangalore,Business,18.67,3,72692
AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,13.0,11,6487
Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,Economy,1.42,47,3646
Air_India,AI-525,Hyderabad,Early_Morning,one,Morning,Delhi,Business,27.25,43,47586
Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Economy,25.83,6,9284
Vistara,UK-890,Hyderabad,Evening,one,Evening,Bangalore,Business,25.17,48,63277
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Economy,23.58,23,7473
Air_India,AI-888,Mumbai,Evening,one,Evening,Bangalore,Economy,21.25,3,9201
GO_FIRST,G8-511,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,10.67,17,8632
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,13,5943
Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,5.75,33,3705
Air_India,AI-635,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,24.92,38,6297
AirAsia,I5-2461,Chennai,Evening,one,Morning,Delhi,Economy,17.83,16,7845
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Business,13.58,40,44280
Vistara,UK-627,Delhi,Afternoon,two_or_more,Evening,Chennai,Economy,30.58,45,6692
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.83,32,4896
Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,Business,15.58,40,60232
Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Business,2.25,22,22152
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Delhi,Economy,8.5,41,2477
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Business,11.42,27,54841
Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,28,3959
AirAsia,I5-713,Delhi,Evening,two_or_more,Night,Bangalore,Economy,6.92,44,3090
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,11.25,46,4796
Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,26.58,36,58282
Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Business,25.67,13,52287
Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.58,43,3288
AirAsia,I5-371,Kolkata,Early_Morning,zero,Morning,Chennai,Economy,2.33,34,2966
Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,10.92,31,4702
Air_India,AI-809,Mumbai,Morning,one,Morning,Chennai,Economy,22.92,44,4417
AirAsia,I5-339,Bangalore,Night,zero,Late_Night,Mumbai,Economy,1.83,25,2201
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Business,11.92,10,39847
Air_India,AI-429,Delhi,Morning,one,Morning,Kolkata,Economy,23.75,42,4385
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Economy,23.5,49,5760
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,14,5954
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.67,22,6067
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,23.17,19,61583
Vistara,UK-771,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.75,44,7576
Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,45,4501
Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,15.42,13,60978
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,42,6262
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,12.33,20,56702
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,33.58,11,11639
GO_FIRST,G8-102,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.58,29,3999
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,16.0,21,7496
Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Business,6.67,32,50271
GO_FIRST,G8-364,Mumbai,Evening,one,Late_Night,Chennai,Economy,5.92,19,5942
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,7.92,27,67004
Air_India,AI-732,Kolkata,Afternoon,one,Morning,Chennai,Economy,21.92,29,5891
GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.33,44,6324
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Business,15.92,10,56588
Air_India,AI-837,Delhi,Evening,one,Morning,Bangalore,Business,16.42,13,35490
SpiceJet,SG-455,Mumbai,Afternoon,one,Morning,Bangalore,Economy,17.5,42,3944
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Chennai,Economy,27.92,4,11129
Indigo,6E-847,Chennai,Evening,one,Night,Delhi,Economy,6.67,27,4071
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Business,15.92,2,85689
Vistara,UK-834,Chennai,Evening,zero,Evening,Delhi,Economy,2.75,14,7458
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.17,23,5549
SpiceJet,SG-415,Mumbai,Night,zero,Night,Bangalore,Economy,1.75,45,2126
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,22.33,29,37985
Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,20,4905
Air_India,AI-766,Chennai,Early_Morning,one,Morning,Delhi,Economy,26.25,4,10608
Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Business,2.33,9,36712
Indigo,6E-5217,Mumbai,Evening,one,Late_Night,Chennai,Economy,8.08,9,8043
Vistara,UK-873,Mumbai,Early_Morning,one,Morning,Delhi,Business,26.67,19,41269
Air_India,AI-698,Hyderabad,Night,one,Morning,Kolkata,Economy,10.58,43,5100
Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,8.58,16,60978
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,22,3999
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Economy,11.17,6,13615
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,21.17,10,11129
Indigo,6E-5382,Mumbai,Evening,one,Night,Delhi,Economy,5.83,21,3010
Indigo,6E-591,Chennai,Morning,one,Evening,Delhi,Economy,6.33,12,7877
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Bangalore,Economy,7.25,21,6488
Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,29,49553
Indigo,6E-5371,Mumbai,Evening,one,Late_Night,Chennai,Economy,4.5,41,1890
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.25,6,52287
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Business,16.58,13,52063
Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,30,2476
Indigo,6E-6307,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.42,49,3397
Air_India,AI-840,Hyderabad,Night,zero,Night,Delhi,Business,2.17,44,24122
Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.67,46,4128
AirAsia,I5-721,Delhi,Night,one,Morning,Kolkata,Economy,12.25,36,2480
Indigo,6E-5208,Mumbai,Evening,one,Late_Night,Bangalore,Economy,7.92,42,2124
Indigo,6E-6258,Mumbai,Morning,one,Evening,Bangalore,Economy,6.42,12,5103
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,13.58,43,4672
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,12.08,9,62524
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.5,35,4751
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,7,9840
Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Chennai,Economy,25.92,28,4969
Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Business,21.58,12,57920
Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Economy,15.25,30,6534
Vistara,UK-821,Mumbai,Early_Morning,one,Night,Delhi,Business,17.17,38,51372
Vistara,UK-774,Kolkata,Night,one,Evening,Chennai,Economy,23.33,9,13728
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,10,25406
Indigo,6E-199,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.5,27,3096
Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,2.08,16,14428
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Business,5.92,34,42521
Air_India,AI-9517,Bangalore,Evening,one,Evening,Delhi,Economy,23.67,44,4105
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Chennai,Business,15.83,38,51595
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,6.67,21,6542
Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Economy,16.25,10,12033
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.92,22,6389
GO_FIRST,G8-399,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.08,48,6186
Vistara,UK-659,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,8.58,39,13347
Air_India,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,48,9181
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,10.67,49,67004
Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,30,2410
Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Business,21.08,8,59021
Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,39,4496
Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,Business,9.0,24,60508
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Evening,Hyderabad,Economy,7.75,43,7656
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,19.17,19,5960
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.25,33,4099
SpiceJet,SG-488,Mumbai,Morning,one,Night,Bangalore,Economy,10.92,46,4097
Vistara,UK-838,Chennai,Night,one,Night,Mumbai,Business,24.17,30,64113
SpiceJet,SG-8710,Mumbai,Night,one,Night,Kolkata,Economy,25.25,6,7412
Indigo,6E-7257,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.92,43,1694
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.75,49,61873
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,42,4496
Vistara,UK-776,Kolkata,Evening,one,Evening,Chennai,Economy,26.33,19,7021
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,12.0,6,10018
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,6.0,9,61404
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Chennai,Economy,14.17,24,4687
Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,12.83,47,7869
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,11.33,10,62636
Air_India,AI-526,Kolkata,Evening,two_or_more,Early_Morning,Chennai,Business,12.33,43,60631
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,6.25,37,60260
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,14.25,18,63277
AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,31,5275
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.08,21,3571
Vistara,UK-850,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.0,11,10744
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,6.83,6,51707
Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,8,13441
Indigo,6E-5312,Mumbai,Morning,one,Afternoon,Chennai,Economy,4.33,15,8043
Air_India,AI-502,Delhi,Afternoon,one,Morning,Hyderabad,Economy,19.33,38,5939
Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Business,2.75,31,27792
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,25.92,32,41269
Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.17,31,8637
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.75,31,61873
Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,12,61873
GO_FIRST,G8-2502,Mumbai,Afternoon,two_or_more,Night,Delhi,Economy,7.42,14,5942
Air_India,AI-442,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.5,48,6502
Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Economy,28.92,45,6009
GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,9,23685
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Business,5.75,41,53164
AirAsia,I5-547,Kolkata,Evening,one,Afternoon,Bangalore,Economy,16.42,43,3862
GO_FIRST,G8-345,Mumbai,Night,one,Morning,Hyderabad,Economy,10.83,23,3916
Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,49,49177
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,6,5955
Air_India,AI-573,Kolkata,Evening,zero,Night,Bangalore,Economy,2.58,4,7329
Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,11,54777
SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,4,6270
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Business,15.17,25,50271
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.25,9,14533
Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Business,22.83,19,55377
Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.5,45,3549
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,9.5,44,7135
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.83,27,4363
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,3,5943
Vistara,UK-877,Mumbai,Morning,one,Morning,Delhi,Business,22.25,33,41269
Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,14.92,38,69244
GO_FIRST,G8-320,Bangalore,Evening,one,Night,Kolkata,Economy,7.33,47,6186
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Chennai,Business,9.17,21,51117
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,13,5177
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Economy,6.83,36,6292
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,8.17,17,4971
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Business,13.17,11,56588
Air_India,AI-573,Kolkata,Evening,one,Afternoon,Delhi,Business,18.75,23,57939
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,4,55572
Air_India,AI-867,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,25,6082
Indigo,6E-6137,Chennai,Morning,one,Evening,Delhi,Economy,7.75,14,7877
Vistara,UK-755,Bangalore,Afternoon,one,Night,Delhi,Economy,8.33,36,7174
Vistara,UK-876,Hyderabad,Night,one,Early_Morning,Bangalore,Business,10.25,17,38099
Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Economy,25.33,48,8198
Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Economy,21.83,30,5937
Indigo,6E-5002,Chennai,Morning,one,Night,Kolkata,Economy,10.75,23,6650
Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,47,4381
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.75,5,27864
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,12,10018
GO_FIRST,G8-423,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,21,2098
Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.33,42,8111
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.5,38,6496
Air_India,AI-768,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.08,44,5145
Indigo,6E-879,Hyderabad,Morning,one,Evening,Kolkata,Economy,6.25,14,5293
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Economy,12.67,40,5632
GO_FIRST,G8-510,Bangalore,Early_Morning,one,Evening,Delhi,Economy,10.17,42,3826
Indigo,6E-905,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.92,36,7423
Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Business,25.5,42,51707
Air_India,AI-888,Mumbai,Evening,one,Morning,Chennai,Business,13.92,10,49613
Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,11.25,16,6287
Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Business,2.75,21,32923
AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,9,13604
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.75,7,9284
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Business,11.67,19,66155
Air_India,AI-770,Kolkata,Night,one,Evening,Chennai,Business,22.5,42,55983
Indigo,6E-772,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,8.58,25,4316
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,1,14052
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,31,2518
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.0,45,62617
